name,scientific,image
Spectacled Petrel,Procellaria conspicillata,https://birda.twic.pics/species/bc01dc4e-5e9e-4fb9-8f7c-51910a08c38d/reference_images/Spectacled_Petrel-_Flying.jpg
Streaked Shearwater,Calonectris leucomelas,https://birda.twic.pics/species/7549d1ea-300f-42f3-95df-183795798914/reference_images/Streaked_Shearwater-_Flying.jpg
Subantarctic Shearwater,Puffinus elegans,N/A
Tahiti Petrel,Pseudobulweria rostrata,N/A
Trindade Petrel,Pterodroma arminjoniana,N/A
Tropical Shearwater,Puffinus bailloni,N/A
Wedge-tailed Shearwater,Ardenna pacifica,https://birda.twic.pics/species/fb2c54ed-c290-4600-aa63-19380d6c24f1/reference_images/Wedge-tailed_Shearwater-_Flying.jpg
White-chinned Petrel,Procellaria aequinoctialis,https://birda.twic.pics/species/3958e717-78b6-44ab-964a-7173e07b4341/reference_images/White-chinned_Petrel-_Flying.jpg
White-headed Petrel,Pterodroma lessonii,https://birda.twic.pics/species/0ecc0310-c3ee-4a64-ba03-476c6497caca/reference_images/White-headed_Petrel-_Flying.jpg
Blue Quail,Synoicus adansonii,N/A
Cape Spurfowl,Pternistis capensis,https://birda.twic.pics/species/5998015a-14dd-40fa-a4ee-2572bb2a6c17/reference_images/Cape_Spurfowl.jpg
Chukar Partridge,Alectoris chukar,https://birda.twic.pics/species/f5af6062-3b32-4e0e-80b2-2135271a8174/reference_images/Chukar_Partridge.jpg
Coqui Francolin,Campocolinus coqui,https://birda.twic.pics/species/0a787f09-e8c5-4bfc-8e13-3b8f247a624a/reference_images/Coqui_Francolin-_Male.jpg
Crested Francolin,Ortygornis sephaena,https://birda.twic.pics/species/81520399-b8a8-4e3c-b81f-3a43a6b97fe8/reference_images/Creasted_Francolin.jpg
Grey-winged Francolin,Scleroptila afra,https://birda.twic.pics/species/d4678a0c-2049-4293-b0cb-0921709e97a9/reference_images/Grey-winged_Francolin.jpg
Harlequin Quail,Coturnix delegorguei,N/A
Hartlaub's Spurfowl,Pternistis hartlaubi,https://birda.twic.pics/species/2f531b7e-f692-4480-b657-32dc71261ec9/reference_images/Hartlaubs_Spurfowl-_Male.jpg
Indian Peafowl,Pavo cristatus,https://birda.twic.pics/species/5c02b50e-d5d5-438c-9d3e-dee53d938391/reference_images/Indian_Peafowl-_Male.jpg
Natal Spurfowl,Pternistis natalensis,https://birda.twic.pics/species/84a93e76-048d-41f5-900f-78506fc4d8c6/reference_images/Natal_Spurfowl.jpg
Orange River Francolin,Scleroptila gutturalis,https://birda.twic.pics/species/0cedf353-65b2-41de-98ee-1d415e98bbea/reference_images/Orange_River_Francolin.jpg
Quail,Coturnix coturnix,https://birda.twic.pics/species/7f63339d-7a50-47a7-bd56-a64763598823/reference_images/Common_Quail-_Male-_New.jpg
Red-billed Spurfowl,Pternistis adspersus,https://birda.twic.pics/species/b446957b-90d5-4dcf-b7ff-26cb178805b2/reference_images/Red-billed_Spurfowl.jpg
Red-necked Spurfowl,Pternistis afer,https://birda.twic.pics/species/8f2bbf52-5d1c-4e79-abe0-095564eddc52/reference_images/Red-necked_Spurfowl.jpg
Red-winged Francolin,Scleroptila levaillantii,N/A
Shelley's Francolin,Scleroptila shelleyi,https://birda.twic.pics/species/a93f8a7b-233d-48a2-b2fb-5ee67d48e274/reference_images/Shelleys_Francolin.jpg
Swainson's Spurfowl,Pternistis swainsonii,https://birda.twic.pics/species/2f53b01a-014e-4466-aa35-2aaacc71b8af/reference_images/Swainsons_Spurfowl_-_Adult.jpg
African Green Pigeon,Treron calvus,https://birda.twic.pics/species/775775e9-1cc7-4e8d-b9ae-516fba1d8133/reference_images/African_Green_Pigeon.jpg
African Green Pigeon,Treron calvus,https://birda.twic.pics/species/775775e9-1cc7-4e8d-b9ae-516fba1d8133/reference_images/African_Green_Pigeon.jpg
African Olive Pigeon,Columba arquatrix,https://birda.twic.pics/species/88cc3a37-7f55-443d-9ecd-0fbaa8be8a86/reference_images/African_Olive_Pigeon_-_Adult.jpg
Blue-spotted Wood Dove,Turtur afer,https://birda.twic.pics/species/2be33b03-bf77-4c12-8add-468d7de54c2b/reference_images/Blue-spotted_Wood_Dove.jpg
Eastern Bronze-naped Pigeon,Columba delegorguei,N/A
Emerald-spotted Wood Dove,Turtur chalcospilos,https://birda.twic.pics/species/8c480c41-66d1-434f-9e6f-2e0d02214573/reference_images/Emerald-spotted_Wood_Dove.jpg
Laughing Dove,Spilopelia senegalensis,https://birda.twic.pics/species/2163623c-004f-4dae-b1d5-c41e631e7b9c/reference_images/Laughing_Dove_-_Adult.jpg
Lemon Dove,Columba larvata,https://birda.twic.pics/species/29821163-8ede-4353-9c3c-08d0dc54c98c/reference_images/Lemon_Dove.jpg
Mourning Collared Dove,Streptopelia decipiens,https://birda.twic.pics/species/984aa0b0-86b4-4533-88c3-823e575a93e9/reference_images/Mourning_Collared_Dove.jpg
Namaqua Dove,Oena capensis,https://birda.twic.pics/species/112474c7-a639-4a55-8f15-209de912fe65/reference_images/Namaqua_Dove-_Male.jpg
Red-eyed Dove,Streptopelia semitorquata,https://birda.twic.pics/species/210a7885-923c-44eb-bfcf-9fb9588f994e/reference_images/Red-eyed_Dove_-_Adult.jpg
Ring-necked Dove,Streptopelia capicola,https://birda.twic.pics/species/72af3284-d5d7-4419-94c2-a813d8d244ce/reference_images/Ring-necked_Dove_-_Adult.jpg
Rock Dove,Columba livia,https://birda.twic.pics/species/7b080f1c-5883-474e-b2ef-7c1130c09b90/reference_images/Rock_Dove.jpg
Speckled Pigeon,Columba guinea,https://birda.twic.pics/species/7ad45541-4a18-496e-a286-396c9441287e/reference_images/Speckled_Pigeon_-_Adult.jpg
Tambourine Dove,Turtur tympanistria,https://birda.twic.pics/species/ab7db31b-a49e-45e9-bc03-297d593a811f/reference_images/Tambourine_Dove-_Male.jpg
Turtle Dove,Streptopelia turtur,https://birda.twic.pics/species/3eb1d8cc-9c19-4d60-86f3-c75f63b7a55f/reference_images/European_Turtle_Dove.jpg
African Pitta,Pitta angolensis,N/A
African Wattled Lapwing,Vanellus senegallus,https://birda.twic.pics/species/dcc7f350-0567-4cf3-a72d-ef65350e35d8/reference_images/African_Wattled_Lapwing_-_Adult_2.jpg
American Golden Plover,Pluvialis dominica,https://birda.twic.pics/species/97909087-60ab-475d-af50-d5fc6822eadb/reference_images/American_Golden_Plover_-_Summer.jpg
Blacksmith Lapwing,Vanellus armatus,https://birda.twic.pics/species/e15a9593-d16b-449d-abd4-84d493061aa1/reference_images/Blacksmith_Lapwing_-_Adult.jpg
Black-winged Lapwing,Vanellus melanopterus,https://birda.twic.pics/species/f5501f26-d2e5-48e9-b435-bc70e7675489/reference_images/Black-winged_Lapwing.jpg
Caspian Plover,Charadrius asiaticus,https://birda.twic.pics/species/3aadc323-cd67-44c8-8998-347bd3328876/reference_images/Caspian_Plover-_Male-_Breeding.jpg
Chestnut-banded Plover,Charadrius pallidus,https://birda.twic.pics/species/fdc07b9a-d9e3-4ca8-9906-a0fb7704a3d7/reference_images/Chestnut-banded_Plover-_Male.jpg
Crowned Lapwing,Vanellus coronatus,https://birda.twic.pics/species/e83e4eb2-33f2-4fd3-b688-6cefd3edbfe7/reference_images/Crowned_Lapwing_-_Adult.jpg
Greater Sand Plover,Charadrius leschenaultii,https://birda.twic.pics/species/a046a839-2a0b-4ceb-b3ef-675f5dcbc405/reference_images/Greater_Sand_Plover-_Male-_Breedin.jpg
Grey Plover,Pluvialis squatarola,https://birda.twic.pics/species/bdf67768-dd70-4c77-8adc-aa5e0492fd92/reference_images/Grey_Plover_-_Winter.jpg
Kittlitz's Plover,Charadrius pecuarius,https://birda.twic.pics/species/ba992b6e-a652-472e-931c-0360393cfac3/reference_images/Kittlitzs_Plover-_Breeding.jpg
Lesser Sand Plover,Charadrius mongolus,https://birda.twic.pics/species/2db6e0a8-3a60-4b89-871e-1389d6044c4e/reference_images/Lesser_Sand_Plover_-_Male-_Breedin.jpg
Little Ringed Plover,Charadrius dubius,https://birda.twic.pics/species/71bc1310-d583-42a0-bf90-37262bd85708/reference_images/Little_Ringed_Plover.jpg
Long-toed Lapwing,Vanellus crassirostris,https://birda.twic.pics/species/8834985b-7ce6-4179-bbd1-0ddfab5eb86d/reference_images/Long-toed_Lapwing.jpg
Pacific Golden Plover,Pluvialis fulva,https://birda.twic.pics/species/b3a21b33-98a8-4908-a00c-9de973b649ee/reference_images/Pacific_Golden_Plover_-_Adult_-Sum.jpg
Ringed Plover,Charadrius hiaticula,https://birda.twic.pics/species/59fd93a4-7a23-40b8-a12b-ddfb3ebd5d16/reference_images/Common_Ringed_Plover_-_Summer.jpg
Senegal Lapwing,Vanellus lugubris,https://birda.twic.pics/species/3189d292-1576-4631-99e9-a01455b7d662/reference_images/Black-winged_Lapwing.jpg
Spur-winged Lapwing,Vanellus spinosus,https://birda.twic.pics/species/e9affc43-1438-4d9d-a64b-d32541041b72/reference_images/Spur-winged_Lapwing.jpg
Three-banded Plover,Charadrius tricollaris,https://birda.twic.pics/species/7f46b2c1-9217-4f1f-84f0-88d047a595a0/reference_images/Three-banded_Plover.jpg
White-crowned Lapwing,Vanellus albiceps,https://birda.twic.pics/species/5adcc359-c87a-4778-aa41-6cb81eae44d9/reference_images/White-crowned_Lapwing.jpg
White-fronted Plover,Charadrius marginatus,https://birda.twic.pics/species/29277326-3769-4730-9eaa-68f191c9ff36/reference_images/White-fronted_Plover-_Male.jpg
African Crake,Crecopsis egregia,https://birda.twic.pics/species/31235788-4d15-4d36-8d9c-fe0d07ffd4c7/reference_images/African_Crake.jpg
African Rail,Rallus caerulescens,https://birda.twic.pics/species/2b93be66-a1de-4d19-8146-40531112fc5f/reference_images/African_Rail.jpg
African Swamphen,Porphyrio madagascariensis,https://birda.twic.pics/species/31b57c40-540e-4b25-8e3b-59cd32b338f3/reference_images/African_Swamphen.jpg
Allen's Gallinule,Porphyrio alleni,https://birda.twic.pics/species/b4cfc09b-8257-4aa3-a3f3-6781e3c08ef1/reference_images/Allens_Gallinule-_Non-breeding.jpg
American Purple Gallinule,Porphyrio martinica,https://birda.twic.pics/species/9aa72663-4358-4930-aa0c-b7802ec0c8c5/reference_images/Purple_Gallinule.jpg
Baillon's Crake,Zapornia pusilla,https://birda.twic.pics/species/39c61418-1c2e-4193-a2a5-91d5598757f6/reference_images/Baillons_Crake.jpg
Black Crake,Zapornia flavirostra,https://birda.twic.pics/species/8259ed38-dc72-403f-89b5-e4de85a32ba5/reference_images/Black_Crake.jpg
Corncrake,Crex crex,https://birda.twic.pics/species/e4fa9d59-8ff4-4cf0-88da-d408f0401539/reference_images/Corn_Crake.jpg
Lesser Moorhen,Paragallinula angulata,https://birda.twic.pics/species/da2bb7ce-4113-4fff-98c9-6650631cf795/reference_images/Lesser_Moorhen.jpg
Little Crake,Zapornia parva,https://birda.twic.pics/species/61939972-74fa-40ea-a6e9-dca8edae6cf3/reference_images/Little_Crake_-_Male.jpg
Moorhen,Gallinula chloropus,https://birda.twic.pics/species/333353f2-86b0-4e3e-8347-87b9712b9c2d/reference_images/Common_Moorhen.jpg
Red-knobbed Coot,Fulica cristata,https://birda.twic.pics/species/6eae129f-9c3d-449d-a4fb-c4ba131b97fe/reference_images/Red-knobbed_Coot_-_Adult.jpg
Spotted Crake,Porzana porzana,https://birda.twic.pics/species/699e8419-bc80-48f3-a52f-c91690f6b667/reference_images/Spotted_Crake.jpg
Striped Crake,Aenigmatolimnas marginalis,N/A
African Reed Warbler,Acrocephalus baeticatus,https://birda.twic.pics/species/90039e73-b134-44ca-8175-2129275a1336/reference_images/African_Reed_Warbler.jpg
African Yellow Warbler,Iduna natalensis,https://birda.twic.pics/species/106adfe7-5012-44c0-b48b-e637134073c9/reference_images/African_Yellow_Warbler.jpg
Basra Reed Warbler,Acrocephalus griseldis,N/A
Greater Swamp Warbler,Acrocephalus rufescens,N/A
Great Reed Warbler,Acrocephalus arundinaceus,https://birda.twic.pics/species/5831524a-7cb5-4787-9209-b4cd83da2277/reference_images/Great_Reed_Warbler.jpg
Icterine Warbler,Hippolais icterina,https://birda.twic.pics/species/ed3b49e2-a406-48dd-9c37-4346bc4bfb5b/reference_images/Icterine_Warbler.jpg
Lesser Swamp Warbler,Acrocephalus gracilirostris,https://birda.twic.pics/species/9e115dd7-e4cf-4384-82b4-e12cfe197a45/reference_images/Lesser_Swamp_Warbler.jpg
Marsh Warbler,Acrocephalus palustris,https://birda.twic.pics/species/5bb6d423-bc22-4231-86c3-72096f62dbc8/reference_images/Marsh_Warbler.jpg
Olive-tree Warbler,Hippolais olivetorum,https://birda.twic.pics/species/4494d9c2-04be-4567-85be-0b2bf0f15ffb/reference_images/Olive-tree_Warbler.jpg
Reed Warbler,Acrocephalus scirpaceus,https://birda.twic.pics/species/50c74cf6-994d-40c3-9a52-9de77b140efd/reference_images/Eurasian_Reed_Warbler.jpg
Sedge Warbler,Acrocephalus schoenobaenus,https://birda.twic.pics/species/faaebb30-3541-4d67-9928-a7061353f8f7/reference_images/Sedge_Warbler.jpg
Upcher's Warbler,Hippolais languida,https://birda.twic.pics/species/3ad9342a-8524-4e6e-87b7-ae194660dab9/reference_images/Upchers_Warbler.jpg
Cape Rockjumper,Chaetops frenatus,https://birda.twic.pics/species/3362e940-da3d-4796-b78c-4058af5b1dc5/reference_images/Cape_Rockjumper-_Male.jpg
Drakensberg Rockjumper,Chaetops aurantius,https://birda.twic.pics/species/a794631b-af21-42b5-8ffd-dc2f4ba9df0d/reference_images/Drakensburg_Rockjumper-_Male.jpg
Broad-billed Roller,Eurystomus glaucurus,https://birda.twic.pics/species/61a02332-a7c2-4117-9270-8903bfcf21e9/reference_images/Broad-billed_Roller.jpg
Lilac-breasted Roller,Coracias caudatus,https://birda.twic.pics/species/a91059d3-df99-452d-9eef-8c15689c3dd0/reference_images/Lilac-breasted_Roller.jpg
Purple Roller,Coracias naevius,https://birda.twic.pics/species/e09429f7-10c7-4bdb-886c-5c98f2a65d66/reference_images/Purple_Roller.jpg
Racket-tailed Roller,Coracias spatulatus,https://birda.twic.pics/species/aa169058-f433-4056-af2d-6bac4877c04f/reference_images/Racket-tailed_Roller.jpg
Roller,Coracias garrulus,https://birda.twic.pics/species/492393c3-c232-438c-9fe3-c6ee05941e00/reference_images/European_Roller.jpg
Burchell's Sandgrouse,Pterocles burchelli,https://birda.twic.pics/species/f320263c-4417-4382-876d-f8798c67f679/reference_images/Burchells_Sandgrouse-_Male.jpg
Double-banded Sandgrouse,Pterocles bicinctus,https://birda.twic.pics/species/5c10b6de-7a9e-4826-82a0-748fc3a339c4/reference_images/Double-banded_Sandgrouse-_Male_.jpg
Namaqua Sandgrouse,Pterocles namaqua,https://birda.twic.pics/species/8c821956-1786-452e-8edf-1c78443abe28/reference_images/Namaqua_Sandgrouse-_Male.jpg
Yellow-throated Sandgrouse,Pterocles gutturalis,https://birda.twic.pics/species/d7e7e55b-1c5c-4a6d-bd44-179bd65e3d92/reference_images/Yellow-throated_Sandgrouse-_Male.jpg
African Snipe,Gallinago nigripennis,N/A
Asian Dowitcher,Limnodromus semipalmatus,https://birda.twic.pics/species/16d8bf3d-75fb-498e-9482-f91794a28962/reference_images/Asian_Dowitcher.jpg
Baird's Sandpiper,Calidris bairdii,https://birda.twic.pics/species/4d189e7d-8676-411b-b887-d300c02b255d/reference_images/Bairds_Sandpiper-_New.jpg
Bar-tailed Godwit,Limosa lapponica,https://birda.twic.pics/species/78ad54c1-dea8-45dd-a92d-1277a4fa9327/reference_images/Bar-tailed_Godwit_-_Male.jpg
Black-tailed Godwit,Limosa limosa,https://birda.twic.pics/species/5a4bda0e-9330-4a64-b512-10d78259b7ba/reference_images/Black-tailed_Godwit.jpg
Broad-billed Sandpiper,Calidris falcinellus,https://birda.twic.pics/species/34b7c51e-72bb-4257-8ed1-30216fcb83f4/reference_images/Broad-billed_Sandpiper_-_Summer.jpg
Buff-breasted Sandpiper,Calidris subruficollis,https://birda.twic.pics/species/6bae7ead-8047-4b67-a7d5-60880f5a352c/reference_images/Buff-breasted_Sandpiper_-_Standing.jpg
Common Sandpiper,Actitis hypoleucos,https://birda.twic.pics/species/093d4f20-3548-479d-8f97-ef02aa09a30c/reference_images/Common_Sandpiper.jpg
Curlew,Numenius arquata,https://birda.twic.pics/species/4da9e648-51d9-426a-b6c1-0b15d6ba1045/reference_images/Eurasian_Curlew-_Male.jpg
Curlew Sandpiper,Calidris ferruginea,https://birda.twic.pics/species/3576d543-820e-44c3-91dc-c62447aa312e/reference_images/Curlew_Sandpiper_-_Winter.jpg
Dunlin,Calidris alpina,https://birda.twic.pics/species/90292a50-a36c-4979-b84a-786c49ab5c44/reference_images/Dunlin.jpg
Greater Yellowlegs,Tringa melanoleuca,https://birda.twic.pics/species/93e5bdee-16d9-4d3c-92a4-464b0fafe144/reference_images/Greater_Yellowlegs.jpg
Great Knot,Calidris tenuirostris,https://birda.twic.pics/species/07730ae9-3b53-47f7-a08a-258049a082d2/reference_images/Great_Knot.jpg
Great Snipe,Gallinago media,https://birda.twic.pics/species/971c8b26-0634-43fe-8f7f-2844e29c6f4a/reference_images/Great_Snipe.jpg
Green Sandpiper,Tringa ochropus,https://birda.twic.pics/species/8f85ded0-1c1f-4c2e-9aee-66d7e0d23dac/reference_images/Green_Sandpiper.jpg
Greenshank,Tringa nebularia,https://birda.twic.pics/species/fc3bd02c-eec2-42cf-8b75-a1282461cb79/reference_images/Common_Greenshank.jpg
Grey Phalarope,Phalaropus fulicarius,https://birda.twic.pics/species/2d316fa9-ba53-42a9-a0b7-d9aa99e8fb36/reference_images/Red_Phalarope_-_Winter.jpg
Hudsonian Godwit,Limosa haemastica,https://birda.twic.pics/species/4064deda-4a10-45eb-b968-f81f79c3f0dd/reference_images/Hudsonian_Godwit-_Breeding.jpg
Knot,Calidris canutus,https://birda.twic.pics/species/addd94ff-8b8f-4931-b3a8-1b2b7d79c14f/reference_images/Red_Knot_-_Winter.jpg
Lesser Yellowlegs,Tringa flavipes,https://birda.twic.pics/species/446d9b93-f9b7-449a-a272-a954ca3a4947/reference_images/Lesser_Yellowlegs.jpg
Little Stint,Calidris minuta,https://birda.twic.pics/species/ea7f6253-c9ed-40d4-9023-b105eecf6f58/reference_images/Little_Stint_-_Summer.jpg
Long-toed Stint,Calidris subminuta,https://birda.twic.pics/species/abb9007e-480b-4e8b-92bc-24c74186c620/reference_images/Long-toed_Stint-_Breeding.jpg
Marsh Sandpiper,Tringa stagnatilis,https://birda.twic.pics/species/75086304-8a0a-476d-acae-76900a4e2583/reference_images/Marsh_Sandpiper.jpg
Pectoral Sandpiper,Calidris melanotos,https://birda.twic.pics/species/d488db71-03ae-4ad2-b555-0ae515b74630/reference_images/Pectoral_Sandpiper.jpg
Red-necked Phalarope,Phalaropus lobatus,https://birda.twic.pics/species/a944a1d0-a7de-42ae-afc7-e723b996dd85/reference_images/Red-necked_Phalarope_-_Adult_-_Win.jpg
Red-necked Stint,Calidris ruficollis,https://birda.twic.pics/species/cef24bda-6a7f-4efa-ae57-042768894fb3/reference_images/Red-necked_Stint.jpg
Redshank,Tringa totanus,https://birda.twic.pics/species/beccf91e-e510-4c3d-879b-4db81c969f68/reference_images/Common_Redshank.jpg
Ruff,Calidris pugnax,https://birda.twic.pics/species/0e0d8c2c-684e-4d0a-9c7d-6fe7a0b5fafe/reference_images/Ruff_-_Male.jpg
Sanderling,Calidris alba,https://birda.twic.pics/species/330d81ce-ca55-4ee4-822b-4c66a5252df8/reference_images/Sanderling.jpg
Sharp-tailed Sandpiper,Calidris acuminata,https://birda.twic.pics/species/63c33ff6-4f75-4638-bd8c-90d52dd2c987/reference_images/Sharp-tailed_Sandpiper.jpg
Spotted Redshank,Tringa erythropus,https://birda.twic.pics/species/7bc6ef23-5a51-43ce-802b-73f0bf03888c/reference_images/Spotted_Redshank_-_Winter.jpg
Temminck's Stint,Calidris temminckii,https://birda.twic.pics/species/708def46-ce5a-4116-982f-ef8304f2499e/reference_images/Temmincks_Stint_-_Winter.jpg
Terek Sandpiper,Xenus cinereus,https://birda.twic.pics/species/54e5481e-981a-43b3-a774-8a061896201f/reference_images/Terek_Sandpiper.jpg
Turnstone,Arenaria interpres,https://birda.twic.pics/species/1dd10b80-d476-4f88-aadc-9e23d8fc1103/reference_images/Ruddy_Turnstone_-_Summer.jpg
Whimbrel,Numenius phaeopus,https://birda.twic.pics/species/95db3133-0e29-4b51-b4a1-7f9058bf1cbc/reference_images/Eurasian_Whimbrel.jpg
White-rumped Sandpiper,Calidris fuscicollis,https://birda.twic.pics/species/f2cdf58a-5ec6-484b-9482-2701dfc6c710/reference_images/White-rumped_Sandpiper_-_Adult.jpg
Wilson's Phalarope,Phalaropus tricolor,https://birda.twic.pics/species/0ccc6e00-72d4-4075-8d06-78b42cfae1ba/reference_images/Wilsons_Phalarope_-_Winter_-_Swimm.jpg
Wood Sandpiper,Tringa glareola,https://birda.twic.pics/species/750ad06d-ae8c-4080-a8e7-fcb7a742d86b/reference_images/Wood_Sandpiper.jpg
Secretarybird,Sagittarius serpentarius,https://birda.twic.pics/species/2488bc62-f91d-429b-8afa-f70c47c6dc54/reference_images/Secretarybird.jpg
Snowy Sheathbill,Chionis albus,https://birda.twic.pics/species/b9e32a29-a1e6-4ed3-b27e-707b51dd1705/reference_images/Snowy_Sheathbill.jpg
Lesser Grey Shrike,Lanius minor,https://birda.twic.pics/species/4b54af56-5c3a-4f9c-8e0e-26abf736d4d5/reference_images/Lesser_Grey_Shrike.jpg
Magpie Shrike,Urolestes melanoleucus,https://birda.twic.pics/species/77519da8-d1ab-435d-9aa7-a79b224c5e45/reference_images/Magpie_Shrike.jpg
Red-backed Shrike,Lanius collurio,https://birda.twic.pics/species/8b8ce100-f868-4fc7-b107-e9958b43e159/reference_images/Red-backed_Shrike_-_Male.jpg
Southern Fiscal,Lanius collaris,https://birda.twic.pics/species/2bb919ef-7c93-41eb-8006-91153d3fc519/reference_images/Southern_Fiscal_-_Adult.jpg
Southern White-crowned Shrike,Eurocephalus anguitimens,https://birda.twic.pics/species/9e65ccd8-1be5-468b-8ba7-65cba79e7011/reference_images/Southern_White-crowned_Shrike.jpg
Souza's Shrike,Lanius souzae,https://birda.twic.pics/species/741a0f8c-0697-4f90-a24b-11816cb9949b/reference_images/Souzas_Shrike.jpg
Turkestan Shrike,Lanius phoenicuroides,https://birda.twic.pics/species/d6248c7b-9815-4d5a-86b7-cfc1b534e54e/reference_images/Red-tailed_Shrike-_Male.jpg
Arctic Skua,Stercorarius parasiticus,https://birda.twic.pics/species/6aa4109c-e2e3-4240-aa65-69f4c384695e/reference_images/Parasitic_Jaeger.jpg
Brown Skua,Stercorarius antarcticus,https://birda.twic.pics/species/851f0eec-d62f-410b-9af5-daabe78be383/reference_images/Brown_Skua-_Flying.jpg
Long-tailed Skua,Stercorarius longicaudus,https://birda.twic.pics/species/94c0a4af-1d02-4dae-bd94-a3bb17c5e8f0/reference_images/Long-tailed_Jaeger_-_Flying_2.jpg
Pomarine Skua,Stercorarius pomarinus,https://birda.twic.pics/species/7ea08dd9-0cce-4266-977e-9d867de7a779/reference_images/Pomarine_Jaeger-_Flying.jpg
South Polar Skua,Stercorarius maccormicki,https://birda.twic.pics/species/ec3719c8-47bc-4dbf-84a8-7b6a9f270658/reference_images/South_Polar_Skua.jpg
Black-bellied Starling,Notopholia corusca,https://birda.twic.pics/species/38e5fd78-5769-46e1-b316-6cbb03da8fc7/reference_images/Black-bellied_Starling.jpg
Burchell's Starling,Lamprotornis australis,https://birda.twic.pics/species/054137c4-38cf-4376-861b-63f2262343fd/reference_images/Burchells_Starling.jpg
Cape Starling,Lamprotornis nitens,https://birda.twic.pics/species/36bb348d-455d-483e-b2e7-98d27d37c83a/reference_images/Cape_Starling_-_Adult.jpg
Common Myna,Acridotheres tristis,https://birda.twic.pics/species/4822488c-7e06-44db-8221-9f12e22e1e25/reference_images/Common_Myna_-_Adult.jpg
Greater Blue-eared Starling,Lamprotornis chalybaeus,https://birda.twic.pics/species/dbab8531-7af6-46a4-99e6-c95a8d085c2c/reference_images/Greater_Blue-eared_Starling.jpg
Meves's Starling,Lamprotornis mevesii,https://birda.twic.pics/species/53b81a3c-7d72-4f41-863d-f2527965bdef/reference_images/Meves_Starling.jpg
Miombo Blue-eared Starling,Lamprotornis elisabeth,N/A
Pale-winged Starling,Onychognathus nabouroup,https://birda.twic.pics/species/16c876d6-7045-4598-ba89-3da0b078b554/reference_images/Pale-winged_Starling.jpg
Pied Starling,Lamprotornis bicolor,https://birda.twic.pics/species/3e0f096d-01ee-4c8a-9c72-17a95a65f7d0/reference_images/Pied_Starling.jpg
Red-winged Starling,Onychognathus morio,https://birda.twic.pics/species/7027f7b9-89ba-4d67-b7a4-e290727c0a8c/reference_images/Red-winged_Starling_-_Adult.jpg
Rose-coloured Starling,Pastor roseus,https://birda.twic.pics/species/27bc9f90-a0a3-40cb-8b59-1ab4991d5e4d/reference_images/Rosy_Starling.jpg
Sharp-tailed Starling,Lamprotornis acuticaudus,N/A
Starling,Sturnus vulgaris,https://birda.twic.pics/species/9d635376-66b6-4716-895b-27da3e8cf17c/reference_images/Common_Starling.jpg
Violet-backed Starling,Cinnyricinclus leucogaster,https://birda.twic.pics/species/0bb66256-6f80-46b2-bbc7-aaca39087d47/reference_images/Violet-backed_Starling-_Male.jpg
Wattled Starling,Creatophora cinerea,https://birda.twic.pics/species/8ea713da-6599-4e58-bee9-062196ab1b62/reference_images/Wattled_Starling.jpg
Avocet,Recurvirostra avosetta,https://birda.twic.pics/species/d646432a-83da-46c6-b2ab-a1694cf661d7/reference_images/Pied_Avocet.jpg
Black-winged Stilt,Himantopus himantopus,https://birda.twic.pics/species/76a202c5-00f3-4367-ba7b-cf5e442cb9bf/reference_images/Black-winged_Stilt_-_Male.jpg
Spotted Thick-knee,Burhinus capensis,https://birda.twic.pics/species/914f3f0d-ecd1-4e23-85e1-760b1d145093/reference_images/Spotted_Thick-knee_-_Adult.jpg
Water Thick-knee,Burhinus vermiculatus,https://birda.twic.pics/species/5dd4527c-67a7-4d83-b25b-0fa8eed756b4/reference_images/Water_Thick-knee_-_Adult.jpg
Abdim's Stork,Ciconia abdimii,https://birda.twic.pics/species/9790cd4c-48df-4a56-8e83-0e7819dd0d81/reference_images/Abdims_Stork.jpg
African Openbill,Anastomus lamelligerus,https://birda.twic.pics/species/cc3849a1-56bd-483e-bcdd-8da80ed9a8c9/reference_images/African_Openbill.jpg
Black Stork,Ciconia nigra,https://birda.twic.pics/species/ba4433b0-e63c-4887-90ad-1d1b8d3e94fb/reference_images/Black_stork.jpg
Marabou Stork,Leptoptilos crumenifer,https://birda.twic.pics/species/c1a212d7-fbd6-409b-8e0e-d7a94d870fa3/reference_images/Marabou_Stork.jpg
Saddle-billed Stork,Ephippiorhynchus senegalensis,https://birda.twic.pics/species/70e714b8-847f-4481-b9b5-4679e31618dc/reference_images/Saddle-billed_Stalk-_Male.jpg
White Stork,Ciconia ciconia,https://birda.twic.pics/species/9b346b78-4a99-4084-abd7-60ecea7cf579/reference_images/White_stork.jpg
Woolly-necked Stork,Ciconia episcopus,https://birda.twic.pics/species/4135f8fc-e3c8-4551-aa9d-9c75b59cf687/reference_images/Woolly-necked_Stork.jpg
Yellow-billed Stork,Mycteria ibis,https://birda.twic.pics/species/b3cd80de-fadc-4f00-9287-098bec4f3831/reference_images/Yellow-billed_Stork.jpg
Cape Sugarbird,Promerops cafer,https://birda.twic.pics/species/208767bc-73e1-4448-acfa-58a01bafc089/reference_images/Cape_Sugarbird-_Male.jpg
Gurney's Sugarbird,Promerops gurneyi,https://birda.twic.pics/species/3b0c09a3-86ed-4d5c-93b9-284cd181b15d/reference_images/Gurneys_Sugarbird.jpg
