common_name,scientific_name,image_src
Fan-tailed Grassbird,Catriscus brevirostris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7775/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Knysna Warbler,Bradypterus sylvaticus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7560/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Little Rush-warbler,Bradypterus baboecala,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1143691/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Barratt's Warbler,Bradypterus barratti,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7563/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Grey-rumped Swallow,Pseudhirundo griseopyga,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7111/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black Saw-wing,Psalidoprocne pristoptera,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7160/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Northern House Martin,Delichon urbicum,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017973/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
South African Swallow,Petrochelidon spilodera,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7141/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lesser Striped Swallow,Cecropis abyssinica,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7132/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Rufous-chested Swallow,Cecropis semirufa,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7133/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Mosque Swallow,Cecropis senegalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7134/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Greater Striped Swallow,Cecropis cucullata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7131/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Blue Swallow,Hirundo atrocaerulea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7127/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-throated Swallow,Hirundo albigularis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7120/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Wire-tailed Swallow,Hirundo smithii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7124/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Barn Swallow,Hirundo rustica,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7116/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pearl-breasted Swallow,Hirundo dimidiata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7130/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Large Rock Martin,Ptyonoprogne fuligula,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018371/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Banded Martin,Neophedina cincta,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7108/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Plain Martin,Riparia paludicola,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018007/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Collared Sand Martin,Riparia riparia,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018013/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Sombre Greenbul,Andropadus importunus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7222/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-bellied Greenbul,Chlorocichla flaviventris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7236/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Terrestrial Brownbul,Phyllastrephus terrestris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7244/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-streaked Greenbul,Phyllastrephus flavostriatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/31191/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-fronted Bulbul,Pycnonotus nigricans,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7191/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Bulbul,Pycnonotus capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7192/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Bulbul,Pycnonotus barbatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7187/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Willow Warbler,Phylloscopus trochilus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7701/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-throated Woodland-warbler,Phylloscopus ruficapilla,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7697/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Garden Warbler,Sylvia borin,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8074/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bush Blackcap,Sylvia nigricapillus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8014/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Layard's Warbler,Curruca layardi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8071/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Chestnut-vented Warbler,Curruca subcoerulea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8072/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Whitethroat,Curruca communis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8075/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Yellow White-eye,Zosterops senegalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7437/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape White-eye,Zosterops virens,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018315/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Orange River White-eye,Zosterops pallidus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018313/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Arrow-marked Babbler,Turdoides jardineii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7973/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Pied Babbler,Turdoides bicolor,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/7967/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-billed Oxpecker,Buphagus erythrorynchus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6845/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-billed Oxpecker,Buphagus africanus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6844/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Wattled Starling,Creatophora cinerea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6803/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pale-winged Starling,Onychognathus nabouroup,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6761/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-winged Starling,Onychognathus morio,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018210/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Burchell's Starling,Lamprotornis australis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6783/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Benguela Long-tailed Starling,Lamprotornis benguelensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018220/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Meves's Long-tailed Starling,Lamprotornis mevesii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018217/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Pied Starling,Lamprotornis bicolor,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6797/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lesser Blue-eared Starling,Lamprotornis chloropterus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018401/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Starling,Lamprotornis nitens,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6775/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Greater Blue-eared Starling,Lamprotornis chalybaeus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6777/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Violet-backed Starling,Cinnyricinclus leucogaster,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6793/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-bellied Starling,Notopholia corusca,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6773/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Spotted Ground-thrush,Geokichla guttata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6325/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Orange Ground-thrush,Geokichla gurneyi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6320/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Groundscraper Thrush,Psophocichla litsitsirupa,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018293/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Kurrichane Thrush,Turdus libonyana,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6380/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Olive Thrush,Turdus olivaceus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018306/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Karoo Thrush,Turdus smithi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32236/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Karoo Scrub-robin,Tychaedon coryphoeus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6635/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Brown Scrub-robin,Tychaedon signata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6630/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bearded Scrub-robin,Tychaedon quadrivirgata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6628/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Kalahari Scrub-robin,Cercotrichas paena,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6634/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-browed Scrub-robin,Cercotrichas leucophrys,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6632/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Dusky Flycatcher,Muscicapa adusta,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6502/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Spotted Flycatcher,Muscicapa striata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6486/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Marico Flycatcher,Bradornis mariquensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6462/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pale Flycatcher,Agricola pallidus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6460/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Chat-flycatcher,Agricola infuscatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6461/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Grey Tit-flycatcher,Fraseria plumbea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6510/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Ashy Flycatcher,Fraseria caerulescens,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6508/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Fiscal Flycatcher,Sigelus silens,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6474/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Black-flycatcher,Melaenornis pammelaina,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6469/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Robin-chat,Dessonornis caffer,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6612/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-throated Robin-chat,Dessonornis humeralis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6613/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-starred Robin,Pogonocichla stellata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6576/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-browed Robin-chat,Cossypha heuglini,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6617/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-capped Robin-chat,Cossypha natalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6618/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Chorister Robin-chat,Cossypha dichroa,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6619/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Collared Palm-thrush,Cichladusa arquata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6624/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Thrush Nightingale,Luscinia luscinia,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6592/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Collared Flycatcher,Ficedula albicollis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6513/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Short-toed Rock-thrush,Monticola brevipes,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6287/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Sentinel Rock-thrush,Monticola explorator,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6286/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Rock-thrush,Monticola rupestris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6285/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Whinchat,Saxicola rubetra,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6678/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Stonechat,Saxicola torquatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6682/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Buff-streaked Chat,Campicoloides bifasciatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6689/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Karoo Chat,Emarginata schlegelii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6713/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Sickle-winged Chat,Emarginata sinuata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6712/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Tractrac Chat,Emarginata tractrac,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6714/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Mocking Cliff-chat,Thamnolaea cinnamomeiventris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6728/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Anteater Chat,Myrmecocichla formicivora,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6723/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Mountain Chat,Myrmecocichla monticola,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6694/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Arnot's Chat,Myrmecocichla arnotti,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6727/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Capped Wheatear,Oenanthe pileata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6708/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Familiar Chat,Oenanthe familiaris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/6715/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Sugarbird,Promerops cafer,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8184/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Gurney's Sugarbird,Promerops gurneyi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8183/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Plain-backed Sunbird,Anthreptes reichenowi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8231/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Collared Sunbird,Hedydipna collaris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8245/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Orange-breasted Sunbird,Anthobaphes violacea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8252/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Olive Sunbird,Cyanomitra olivacea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8251/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Mouse-coloured Sunbird,Cyanomitra verreauxii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8253/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Amethyst Sunbird,Chalcomitra amethystina,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8266/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Scarlet-chested Sunbird,Chalcomitra senegalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8268/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Malachite Sunbird,Nectarinia famosa,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8315/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Double-collared Sunbird,Cinnyris chalybeus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8293/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Neergaard's Sunbird,Cinnyris neergaardi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8300/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Greater Double-collared Sunbird,Cinnyris afer,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017908/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Marico Sunbird,Cinnyris mariquensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8320/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Purple-banded Sunbird,Cinnyris bifasciatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017932/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-breasted Sunbird,Cinnyris talatala,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8285/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Dusky Sunbird,Cinnyris fuscus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8308/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-billed Buffalo-Weaver,Bubalornis niger,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8481/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-browed Sparrow-Weaver,Plocepasser mahali,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8485/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Scaly-fronted Weaver,Sporopipes squamifrons,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8484/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Sociable Weaver,Philetairus socius,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8492/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Thick-billed Weaver,Amblyospiza albifrons,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8597/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-headed Quelea,Quelea erythrops,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8571/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-billed Quelea,Quelea quelea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8572/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-crowned Bishop,Euplectes afer,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8579/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Red Bishop,Euplectes orix,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8584/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-collared Widowbird,Euplectes ardens,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017959/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow Bishop,Euplectes capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8587/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Fan-tailed Widowbird,Euplectes axillaris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8588/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-winged Widowbird,Euplectes albonotatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8590/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Long-tailed Widowbird,Euplectes progne,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8594/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Spectacled Weaver,Ploceus ocularis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8502/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Weaver,Ploceus capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8507/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Golden Weaver,Ploceus subaureus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8508/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Holub's Golden Weaver,Ploceus xanthops,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8509/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Brown-throated Weaver,Ploceus xanthopterus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8514/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lesser Masked Weaver,Ploceus intermedius,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8501/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Masked Weaver,Ploceus velatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8522/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Village Weaver,Ploceus cucullatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8526/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
