common_name,scientific_name,afrikaans_name,image,family,size,habitat,colors
Northern Pintail,Anas acuta,Pylsterteend,https://cdn.sabirds.app/northern-pintail/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'Green', 'White']"
Northern Rockhopper Penguin,Eudyptes moseleyi,Noordelike Geelkuifpikkewyn,https://cdn.sabirds.app/northern-rockhopper-penguin/1_medium.webp,Penguins,Very Large,Marine,"['Black', 'White']"
Northern Royal Albatross,Diomedea sanfordi,Swartvlerkkoningalbatros (-malmok),https://cdn.sabirds.app/northern-royal-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Black', 'Grey']"
Northern Wheatear,Oenanthe oenanthe,Europese Skaapwagter,https://cdn.sabirds.app/northern-wheatear/1_medium.webp,Wheatears,Small,Grassland,"['Grey', 'Black', 'White']"
Olive Bee-eater,Merops superciliosus,Olyfbyvreter,https://cdn.sabirds.app/olive-bee-eater/1_medium.webp,Bee-eaters,Small,Fynbos,"['Green', 'Brown']"
Olive Bushshrike,Chlorophoneus olivaceus,Olyfboslaksman,https://cdn.sabirds.app/olive-bushshrike/1_medium.webp,Bush-shrikes,Small,Forest,"['Green', 'Yellow', 'Red']"
Olive Sunbird,Cyanomitra olivacea,Olyfsuikerbekkie,https://cdn.sabirds.app/olive-sunbird/1_medium.webp,Sunbirds,Tiny,Forest,"['Green', 'Yellow']"
Olive Thrush,Turdus olivaceus,Olyflyster,https://cdn.sabirds.app/olive-thrush/1_medium.webp,Thrushes,Medium,Forest,"['Brown', 'Orange', 'Grey']"
Olive Woodpecker,Dendropicos griseocephalus,Gryskopspeg,https://cdn.sabirds.app/olive-woodpecker/1_medium.webp,Woodpeckers,Small,Forest,"['Green', 'Grey', 'Red']"
Olive-tree Warbler,Hippolais olivetorum,Olyfboomsanger,https://cdn.sabirds.app/olive-tree-warbler/1_medium.webp,Warblers,Small,Woodland,"['Grey', 'Green', 'White']"
Orange Ground Thrush,Geokichla gurneyi,Oranjelyster,https://cdn.sabirds.app/orange-ground-thrush/1_medium.webp,Thrushes,Medium,Forest,"['Brown', 'Orange', 'White']"
Orange River Francolin,Scleroptila gutturalis,Kalaharipatrys,https://cdn.sabirds.app/orange-river-francolin/1_medium.webp,Francolins,Large,Grassland,"['Brown', 'Orange']"
Orange River White-eye,Zosterops pallidus,Gariepglasogie,https://cdn.sabirds.app/orange-river-white-eye/1_medium.webp,White-eyes,Tiny,Fynbos,"['Green', 'Yellow', 'White']"
Orange-breasted Bushshrike,Chlorophoneus sulfureopectus,Oranjeborsboslaksman,https://cdn.sabirds.app/orange-breasted-bushshrike/1_medium.webp,Bush-shrikes,Small,Woodland,"['Orange', 'Green', 'Yellow', 'Red']"
Orange-breasted Sunbird,Anthobaphes violacea,Oranjeborssuikerbekkie,https://cdn.sabirds.app/orange-breasted-sunbird/1_medium.webp,Sunbirds,Tiny,Fynbos,"['Green', 'Orange', 'Purple']"
Orange-breasted Waxbill,Amandava subflava,Rooiassie,,Avadavats,Tiny,Grassland,"['Green', 'Orange', 'Yellow']"
Orange-winged Pytilia,Pytilia afra,Oranjevlerkmelba,,Pytilias,Small,Fynbos,"['Green', 'Orange', 'Grey']"
Osprey,Pandion haliaetus,Visvalk,,Ospreys,Very Large,Marine,"['Brown', 'White']"
Ovambo Sparrowhawk,Accipiter ovampensis,Ovambosperwer,,Hawks,Medium,Fynbos,"['Grey', 'White']"
Pacific Golden Plover,Pluvialis fulva,Asiatiese Goue Strandkiewiet,,Plovers,Medium,Grassland,"['Yellow', 'Brown', 'White', 'Black']"
Pale Chanting Goshawk,Melierax canorus,Bleeksingvalk,,Goshawks,Large,Fynbos,"['Grey', 'White', 'Pink']"
Pale Flycatcher,Melaenornis pallidus,Muiskleurvlieëvanger,https://cdn.sabirds.app/pale-flycatcher/1_medium.webp,Flycatchers,Small,Savanna,"['Grey', 'White']"
Pale-crowned Cisticola,Cisticola cinnamomeus,Bleekkopklopkloppie,https://cdn.sabirds.app/pale-crowned-cisticola/1_medium.webp,Cisticolas,Tiny,Grassland,"['Brown', 'Buff', 'Grey']"
Pale-winged Starling,Onychognathus nabouroup,Bleekvlerkspreeu,https://cdn.sabirds.app/pale-winged-starling/1_medium.webp,Starlings,Medium,Rocky,"['Black', 'Orange']"
Pallid Harrier,Circus macrourus,Witborsvleivalk (-paddavreter),https://cdn.sabirds.app/pallid-harrier/1_medium.webp,Harriers,Large,Grassland,"['Grey', 'White', 'Black']"
Palm-nut Vulture,Gypohierax angolensis,Witaasvoël,https://cdn.sabirds.app/palm-nut-vulture/1_medium.webp,Vultures,Very Large,Forest,"['White', 'Black']"
Parasitic Jaeger,Stercorarius parasiticus,Arktiese Roofmeeu,https://cdn.sabirds.app/parasitic-jaeger/1_medium.webp,Skuas,Large,Marine,"['Brown', 'White']"
Pearl-breasted Swallow,Hirundo dimidiata,Pêrelborsswael,https://cdn.sabirds.app/pearl-breasted-swallow/1_medium.webp,Swallows,Tiny,Grassland,"['Blue', 'White']"
Pearl-spotted Owlet,Glaucidium perlatum,Witkoluil,https://cdn.sabirds.app/pearl-spotted-owlet/1_medium.webp,Owls,Medium,Fynbos,"['Brown', 'White']"
Pectoral Sandpiper,Calidris melanotos,Geelpootstrandloper,https://cdn.sabirds.app/pectoral-sandpiper/1_medium.webp,Sandpipers,Medium,Wetland,"['Brown', 'Grey', 'White']"
Pel's Fishing Owl,Scotopelia peli,Visuil,https://cdn.sabirds.app/pels-fishing-owl/1_medium.webp,Owls,Very Large,Wetland,"['Brown', 'Buff', 'Orange']"
Pennant-winged Nightjar,Caprimulgus vexillarius,Wimpelvlerknaguil,https://cdn.sabirds.app/pennant-winged-nightjar/1_medium.webp,Nightjars,Medium,Woodland,"['Brown', 'White', 'Grey']"
Peregrine Falcon,Falco peregrinus,Swerfvalk,https://cdn.sabirds.app/peregrine-falcon/1_medium.webp,Falcons,Large,Grassland,"['Grey', 'White', 'Black']"
Pied Avocet,Recurvirostra avosetta,Bontelsie,https://cdn.sabirds.app/pied-avocet/1_medium.webp,Avocets,Large,Wetland,"['Black', 'White']"
Pied Crow,Corvus albus,Witborskraai,https://cdn.sabirds.app/pied-crow/1_medium.webp,Crows,Large,Fynbos,"['Black', 'White']"
Pied Kingfisher,Ceryle rudis,Bontvisvanger,https://cdn.sabirds.app/pied-kingfisher/1_medium.webp,Kingfishers,Medium,Wetland,"['Black', 'White']"
Pied Starling,Lamprotornis bicolor,Witgatspreeu,https://cdn.sabirds.app/pied-starling/1_medium.webp,Starlings,Medium,Grassland,"['Black', 'White', 'Brown']"
Pied Wheatear,Oenanthe pleschanka,Bontskaapwagter,https://cdn.sabirds.app/pied-wheatear/1_medium.webp,Wheatears,Small,Rocky,"['Black', 'White']"
Pin-tailed Whydah,Vidua macroura,Koningrooibekkie,https://cdn.sabirds.app/pin-tailed-whydah/1_medium.webp,Whydahs,Small,Fynbos,"['Black', 'White']"
Pincoya Storm Petrel,Oceanites pincoyae,Pincoyastormswael,https://cdn.sabirds.app/pincoya-storm-petrel/1_medium.webp,Storm-Petrels,Small,Woodland,"['Black', 'White']"
Pink-backed Pelican,Pelecanus rufescens,Kleinpelikaan,https://cdn.sabirds.app/pink-backed-pelican/1_medium.webp,Pelicans,Very Large,Wetland,"['Grey', 'Pink', 'White']"
Pink-billed Lark,Spizocorys conirostris,Pienkbeklewerik,https://cdn.sabirds.app/pink-billed-lark/1_medium.webp,Larks,Tiny,Grassland,"['Brown', 'Buff', 'Pink']"
Pink-throated Twinspot,Hypargos margaritatus,Rooskeelkolpensie,https://cdn.sabirds.app/pink-throated-twinspot/1_medium.webp,Twinspots,Tiny,Fynbos,"['Green', 'Pink', 'White']"
Pintado Petrel,Daption capense,Seeduifstormvoël,https://cdn.sabirds.app/pintado-petrel/1_medium.webp,Petrels,Large,Marine,"['Grey', 'Brown', 'White']"
Plain-backed Pipit,Anthus leucophrys,Donkerkoester,https://cdn.sabirds.app/plain-backed-pipit/1_medium.webp,Pipits,Small,Grassland,"['Brown', 'Buff']"
Plain-backed Sunbird,Anthreptes reichenowi,Bloukeelsuikerbekkie,https://cdn.sabirds.app/plain-backed-sunbird/1_medium.webp,Sunbirds,Tiny,Forest,"['Green', 'Purple', 'Yellow', 'Iridescent']"
Pomarine Jaeger,Stercorarius pomarinus,Knopstertroofmeeu,https://cdn.sabirds.app/pomarine-jaeger/1_medium.webp,Skuas,Large,Marine,"['Brown', 'White']"
Pririt Batis,Batis pririt,Priritbosbontrokkie,https://cdn.sabirds.app/pririt-batis/1_medium.webp,Batises,Tiny,Woodland,"['Grey', 'Black', 'White']"
Protea Canary,Crithagra leucoptera,Proteakanarie,https://cdn.sabirds.app/protea-canary/1_medium.webp,Canaries,Small,Fynbos,"['Brown', 'Yellow', 'White']"
Purple Heron,Ardea purpurea,Rooireier,https://cdn.sabirds.app/purple-heron/1_medium.webp,Herons,Very Large,Wetland,"['Grey', 'Brown', 'Orange']"
Purple Indigobird,Vidua purpurascens,Witpootblouvinkie,https://cdn.sabirds.app/purple-indigobird/1_medium.webp,Whydahs,Tiny,Woodland,"['Black', 'Purple']"
Purple Roller,Coracias naevius,Groottroupant,https://cdn.sabirds.app/purple-roller/1_medium.webp,Rollers,Medium,Fynbos,"['Purple', 'Brown', 'Green']"
Purple-banded Sunbird,Cinnyris bifasciatus,Purperbandsuikerbekkie,https://cdn.sabirds.app/purple-banded-sunbird/1_medium.webp,Sunbirds,Tiny,Fynbos,"['Green', 'Purple', 'Yellow']"
Purple-crested Turaco,Gallirex porphyreolophus,Bloukuifloerie,https://cdn.sabirds.app/purple-crested-turaco/1_medium.webp,Turacos,Large,Woodland,"['Green', 'Purple', 'Red']"
Pygmy Falcon,Polihierax semitorquatus,Dwergvalk,https://cdn.sabirds.app/pygmy-falcon/1_medium.webp,Falcons,Medium,Fynbos,"['Grey', 'White', 'Brown']"
Quailfinch,Ortygospiza atricollis,Gewone Kwartelvinkie,https://cdn.sabirds.app/quailfinch/1_medium.webp,Quailfinches,Tiny,Grassland,"['Red', 'Grey', 'Brown']"
Racket-tailed Roller,Coracias spatulatus,Knopsterttroupant,https://cdn.sabirds.app/racket-tailed-roller/1_medium.webp,Rollers,Medium,Woodland,"['Blue', 'Purple', 'Brown']"
Rattling Cisticola,Cisticola chiniana,Bosveldtinktinkie,,Cisticolas,Small,Fynbos,"['Brown', 'Grey', 'Buff']"
Red Knot,Calidris canutus,Knoet,,Sandpipers,Medium,Coastal,"['Red', 'Brown', 'Grey', 'White']"
Red Lark,Calendulauda burra,Rooilewerik,,Larks,Small,Grassland,"['Red', 'Brown']"
Red Phalarope,Phalaropus fulicarius,Grysfraiingpoot,,Sandpipers,Medium,Marine,"['Red', 'Brown', 'Grey', 'White']"
Red-backed Mannikin,Spermestes bicolor,Rooirugfret,,Mannikins,Tiny,Woodland,"['Brown', 'Red', 'Black']"
Red-backed Shrike,Lanius collurio,Rooiruglaksman,,Shrikes,Small,Woodland,"['Brown', 'Grey', 'Black']"
Red-billed Buffalo Weaver,Bubalornis niger,Buffelwewer,,Buffalo-Weavers,Medium,Woodland,"['Black', 'Red', 'White']"
Red-billed Firefinch,Lagonosticta senegala,Rooibekvuurvinkie,,Firefinches,Tiny,Woodland,"['Red', 'Brown', 'Pink']"
Red-billed Oxpecker,Buphagus erythrorynchus,Rooibekrenostervoël,,Oxpeckers,Medium,Woodland,"['Brown', 'Red']"
Red-billed Quelea,Quelea quelea,Rooibekkwelea,,Queleas,Small,Grassland,"['Brown', 'Red', 'Black']"
Red-billed Spurfowl,Pternistis adspersus,Rooibekfisant,https://cdn.sabirds.app/red-billed-spurfowl/1_medium.webp,Francolins,Large,Fynbos,"['Red', 'Brown', 'Grey', 'White']"
Red-billed Teal,Anas erythrorhyncha,Rooibekeend,https://cdn.sabirds.app/red-billed-teal/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'Red', 'Buff']"
Red-billed Tropicbird,Phaethon aethereus,Rooibekpylstert,https://cdn.sabirds.app/red-billed-tropicbird/1_medium.webp,Tropicbirds,Large,Marine,['Red']
Red-breasted Swallow,Cecropis semirufa,Rooiborsswael,https://cdn.sabirds.app/red-breasted-swallow/1_medium.webp,Swallows,Small,Grassland,"['Blue', 'Orange', 'White']"
Red-capped Lark,Calandrella cinerea,Rooikoplewerik,https://cdn.sabirds.app/red-capped-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Red', 'White']"
Red-capped Robin-chat,Cossypha natalensis,Nataljanfrederik,https://cdn.sabirds.app/red-capped-robin-chat/1_medium.webp,Robin-Chats,Small,Woodland,"['Red', 'Brown', 'Orange', 'White']"
Red-chested Cuckoo,Cuculus solitarius,Piet-my-vrou,https://cdn.sabirds.app/red-chested-cuckoo/1_medium.webp,Cuckoos,Medium,Forest,"['Grey', 'Orange', 'Black']"
Red-chested Flufftail,Sarothrura rufa,Rooiborsvleikuiken,https://cdn.sabirds.app/red-chested-flufftail/1_medium.webp,Flufftails,Small,Wetland,"['Brown', 'Red', 'Black']"
Red-collared Widowbird,Euplectes ardens,Rooikeelflap,https://cdn.sabirds.app/red-collared-widowbird/1_medium.webp,Widowbirds,Small,Grassland,"['Black', 'Red']"
Red-crested Korhaan,Lophotis ruficrista,Boskorhaan,https://cdn.sabirds.app/red-crested-korhaan/1_medium.webp,Bustards,Large,Fynbos,"['Brown', 'Grey', 'Red']"
Red-eyed Dove,Streptopelia semitorquata,Grootringduif,https://cdn.sabirds.app/red-eyed-dove/1_medium.webp,Doves,Medium,Fynbos,"['Brown', 'Grey', 'Pink']"
Red-faced Cisticola,Cisticola erythrops,Rooiwangtinktinkie,https://cdn.sabirds.app/red-faced-cisticola/1_medium.webp,Cisticolas,Tiny,Grassland,"['Red', 'Brown', 'Buff', 'White']"
Red-faced Mousebird,Urocolius indicus,Rooiwangmuisvoël,https://cdn.sabirds.app/red-faced-mousebird/1_medium.webp,Mousebirds,Medium,Fynbos,"['Grey', 'Red']"
Red-footed Booby,Sula sula,Rooipootmalgas,https://cdn.sabirds.app/red-footed-booby/1_medium.webp,Boobies,Very Large,Marine,"['Red', 'White', 'Black', 'Yellow']"
Red-footed Falcon,Falco vespertinus,Westelike Rooipootvalk,https://cdn.sabirds.app/red-footed-falcon/1_medium.webp,Falcons,Medium,Grassland,"['Grey', 'Orange', 'Black']"
Red-fronted Tinkerbird,Pogoniulus pusillus,Rooiblestinker,https://cdn.sabirds.app/red-fronted-tinkerbird/1_medium.webp,Tinkerbirds,Tiny,Fynbos,"['Black', 'Red', 'Yellow']"
Red-headed Finch,Amadina erythrocephala,Rooikopvink,https://cdn.sabirds.app/red-headed-finch/1_medium.webp,Finches,Small,Grassland,"['Brown', 'Red', 'White']"
Red-headed Quelea,Quelea erythrops,Rooikopkwelea,https://cdn.sabirds.app/red-headed-quelea/1_medium.webp,Queleas,Small,Grassland,"['Red', 'Brown', 'Black']"
Red-headed Weaver,Anaplectes rubriceps,Rooikopwewer,https://cdn.sabirds.app/red-headed-weaver/1_medium.webp,Weavers,Small,Woodland,"['Red', 'Black', 'White']"
Red-knobbed Coot,Fulica cristata,Bleshoender,https://cdn.sabirds.app/red-knobbed-coot/1_medium.webp,Coots,Large,Wetland,"['Black', 'White', 'Red']"
Red-necked Buzzard,Buteo auguralis,Rooinekajakkalvoël,https://cdn.sabirds.app/red-necked-buzzard/1_medium.webp,Buzzards,Large,Forest,"['Red', 'Brown', 'White', 'Black']"
Red-necked Falcon,Falco chicquera,Rooinekvalk,https://cdn.sabirds.app/red-necked-falcon/1_medium.webp,Falcons,Medium,Woodland,"['Grey', 'Orange', 'Black']"
Red-necked Phalarope,Phalaropus lobatus,Rooihalsfraiingpoot,https://cdn.sabirds.app/red-necked-phalarope/1_medium.webp,Sandpipers,Small,Wetland,"['Red', 'Brown', 'Grey', 'White']"
Red-necked Spurfowl,Pternistis afer,Rooikeelfisant,https://cdn.sabirds.app/red-necked-spurfowl/1_medium.webp,Francolins,Large,Fynbos,"['Red', 'Brown', 'Grey', 'White']"
Red-necked Stint,Calidris ruficollis,Rooinekstrandloper,https://cdn.sabirds.app/red-necked-stint/1_medium.webp,Sandpipers,Small,Grassland,"['Red', 'Brown', 'Grey', 'White']"
Red-rumped Swallow,Cecropis daurica,Rooinekswael,https://cdn.sabirds.app/red-rumped-swallow/1_medium.webp,Swallows,Small,Grassland,"['Blue', 'Orange', 'Buff']"
Red-tailed Shrike,Lanius phoenicuroides,Rooistertklauwier,https://cdn.sabirds.app/red-tailed-shrike/1_medium.webp,Shrikes,Small,Fynbos,"['Red', 'Grey', 'Black', 'White']"
Red-tailed Tropicbird,Phaethon rubricauda,Rooipylstert,https://cdn.sabirds.app/red-tailed-tropicbird/1_medium.webp,Tropicbirds,Large,Marine,['Red']
Red-throated Pipit,Anthus cervinus,Rooikeelkoester,https://cdn.sabirds.app/red-throated-pipit/1_medium.webp,Pipits,Small,Grassland,"['Red', 'Brown', 'White', 'Yellow']"
Red-throated Twinspot,Hypargos niveoguttatus,Rooikeelkolpensie,https://cdn.sabirds.app/red-throated-twinspot/1_medium.webp,Twinspots,Tiny,Fynbos,"['Green', 'Red', 'White']"
Red-throated Wryneck,Jynx ruficollis,Draaihals,https://cdn.sabirds.app/red-throated-wryneck/1_medium.webp,Wrynecks,Small,Woodland,"['Brown', 'Grey', 'Red']"
Red-winged Francolin,Scleroptila levaillantii,Rooivlerkpatrys,https://cdn.sabirds.app/red-winged-francolin/1_medium.webp,Francolins,Large,Grassland,"['Brown', 'Red', 'Black']"
Red-winged Starling,Onychognathus morio,Rooivlerkspreeu,https://cdn.sabirds.app/red-winged-starling/1_medium.webp,Starlings,Medium,Rocky,"['Black', 'Brown']"
Reed Cormorant,Microcarbo africanus,Rietduiker,https://cdn.sabirds.app/reed-cormorant/1_medium.webp,Cormorants,Large,Wetland,"['Black', 'White']"
Retz's Helmet-shrike,Prionops retzii,Swarthelmlaksman,https://cdn.sabirds.app/retzs-helmet-shrike/1_medium.webp,Helmet-shrikes,Medium,Woodland,"['Grey', 'Black', 'White']"
River Warbler,Locustella fluviatilis,Sprinkaansanger,https://cdn.sabirds.app/river-warbler/1_medium.webp,Grassbirds,Small,Wetland,"['Brown', 'Buff']"
Rock Dove,Columba livia,Tuinduif,https://cdn.sabirds.app/rock-dove/1_medium.webp,Pigeons,Large,Gardens,"['Grey', 'Purple', 'Green']"
Rock Kestrel,Falco rupicolus,Kransvalk,https://cdn.sabirds.app/rock-kestrel/1_medium.webp,Falcons,Medium,Savanna,"['Brown', 'Grey', 'Black']"
Rock Martin,Ptyonoprogne fuligula,Kransswael,https://cdn.sabirds.app/rock-martin/1_medium.webp,Martins,Small,Rocky,"['Brown', 'White']"
Rock Pratincole,Glareola nuchalis,Withalssprinkaanvoël,https://cdn.sabirds.app/rock-pratincole/1_medium.webp,Pratincoles,Medium,Rocky,"['Brown', 'Cream', 'Black']"
Rose-ringed Parakeet,Psittacula krameri,Ringnekparkiet,https://cdn.sabirds.app/rose-ringed-parakeet/1_medium.webp,Parakeets,Medium,Forest,"['Green', 'Red', 'Blue']"
Roseate Tern,Sterna dougallii,Rooiborssterretjie,https://cdn.sabirds.app/roseate-tern/1_medium.webp,Terns,Medium,Marine,"['White', 'Pink', 'Black']"
Rosy Starling,Pastor roseus,Rooiborspreeu,,Starlings,Medium,Grassland,"['Pink', 'Black', 'Iridescent', 'Blue']"
Rosy-faced Lovebird,Agapornis roseicollis,Rooiwangparkiet,,Lovebirds,Medium,Fynbos,"['Green', 'Pink', 'Blue']"
Rosy-throated Longclaw,Macronyx ameliae,Rooskeelkalkoentjie,,Longclaws,Small,Grassland,"['Brown', 'Pink', 'Yellow']"
Rudd's Apalis,Apalis ruddi,Ruddse Kleinjantjie,,Apalises,Tiny,Woodland,"['Grey', 'Green', 'Yellow']"
Rudd's Lark,Heteromirafra ruddi,Drakensberglewerik,,Larks,Small,Grassland,"['Brown', 'Buff']"
Ruddy Turnstone,Arenaria interpres,Steenloper,,Sandpipers,Medium,Coastal,"['Brown', 'Orange', 'White']"
Ruff,Calidris pugnax,Kemphaan,,Sandpipers,Medium,Wetland,"['Brown', 'White', 'Buff']"
Rufous-bellied Heron,Ardeola rufiventris,Rooipensreier,,Herons,Medium,Wetland,"['Grey', 'Brown']"
Rufous-breasted Sparrowhawk,Accipiter rufiventris,Rooiborssperwer,,Hawks,Medium,Forest,"['Orange', 'Brown', 'White', 'Black']"
Rufous-cheeked Nightjar,Caprimulgus rufigena,Rooiwangnaguil,,Nightjars,Medium,Woodland,"['Brown', 'Orange', 'Grey']"
Rufous-eared Warbler,Malcorus pectoralis,Rooioorlangstertjie,https://cdn.sabirds.app/rufous-eared-warbler/1_medium.webp,Warblers,Tiny,Fynbos,"['Grey', 'Brown', 'Orange']"
Rufous-naped Lark,Mirafra africana,Rooineklewerik,https://cdn.sabirds.app/rufous-naped-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff', 'Orange']"
Rufous-tailed Scrub Robin,Cercotrichas galactotes,Swartrugtinktinkie,https://cdn.sabirds.app/rufous-tailed-scrub-robin/1_medium.webp,Scrub-Robins,Small,Fynbos,"['Orange', 'Brown', 'White']"
Rufous-winged Cisticola,Cisticola galactotes,Swartrugtinktinkie,https://cdn.sabirds.app/rufous-winged-cisticola/1_medium.webp,Cisticolas,Tiny,Wetland,"['Orange', 'Brown', 'Buff', 'White']"
Rüppell's Vulture,Gyps rueppelli,Rüppellse Aasvoël,https://cdn.sabirds.app/rüppells-vulture/1_medium.webp,Vultures,Very Large,Grassland,"['Brown', 'White', 'Black']"
Sabine's Gull,Xema sabini,Mikstertmeeu,https://cdn.sabirds.app/sabines-gull/1_medium.webp,Gulls,Medium,Marine,"['Grey', 'White', 'Black']"
Sabota Lark,Calendulauda sabota,Sabotalewerik,,Larks,Small,Grassland,"['Brown', 'White', 'Buff']"
Saddle-billed Stork,Ephippiorhynchus senegalensis,Saalbekooievaar,,Storks,Very Large,Wetland,"['Black', 'White', 'Red']"
Salvin's Albatross,Thalassarche salvini,Salvinalbatros (-malmok),,Albatrosses,Very Large,Marine,"['White', 'Black', 'Grey']"
Salvin's Prion,Pachyptila salvini,Marionwalvisvoël,,Prions,Medium,Marine,"['Grey', 'Brown', 'White']"
Sand Martin,Riparia riparia,Europese Oewerswael,https://cdn.sabirds.app/sand-martin/1_medium.webp,Martins,Tiny,Rivers,"['Brown', 'White']"
Sanderling,Calidris alba,Drietoonstrandloper,https://cdn.sabirds.app/sanderling/1_medium.webp,Sandpipers,Medium,Coastal,"['Grey', 'White', 'Black']"
Sandwich Tern,Thalasseus sandvicensis,Grootsterretjie,,Terns,Medium,Marine,"['White', 'Black', 'Yellow']"
Scaly-feathered Finch,Sporopipes squamifrons,Baardmannetjie,,Weavers,Tiny,Fynbos,"['Brown', 'White', 'Pink']"
Scaly-throated Honeyguide,Indicator variegatus,Gevlekte Heuningwyser,https://cdn.sabirds.app/scaly-throated-honeyguide/1_medium.webp,Honeyguides,Small,Woodland,"['Brown', 'White']"
Scarlet-chested Sunbird,Chalcomitra senegalensis,Rooiborssuikerbekkie,https://cdn.sabirds.app/scarlet-chested-sunbird/1_medium.webp,Sunbirds,Tiny,Fynbos,"['Black', 'Red']"
Sclater's Lark,Spizocorys sclateri,Namakwalewerik,https://cdn.sabirds.app/sclaters-lark/2_medium.webp,Larks,Small,Karoo,"['Brown', 'Buff']"
Secretarybird,Sagittarius serpentarius,Sekretarisvoël,https://cdn.sabirds.app/secretarybird/1_medium.webp,Secretarybird,Very Large,Grassland,"['Grey', 'Black', 'Red']"
Sedge Warbler,Acrocephalus schoenobaenus,Europese Vleisanger,https://cdn.sabirds.app/sedge-warbler/1_medium.webp,Reed-Warblers,Tiny,Wetland,"['Brown', 'Buff']"
Senegal Coucal,Centropus senegalensis,Senegalvleiloerie,https://cdn.sabirds.app/senegal-coucal/1_medium.webp,Coucals,Medium,Fynbos,"['Brown', 'Black', 'Buff']"
Senegal Lapwing,Vanellus lugubris,Kleinswartvlerkkiewiet,https://cdn.sabirds.app/senegal-lapwing/1_medium.webp,Lapwings,Medium,Grassland,"['Brown', 'White', 'Black']"
Sentinel Rock Thrush,Monticola explorator,Langtoonkliplyster,https://cdn.sabirds.app/sentinel-rock-thrush/1_medium.webp,Thrushes,Small,Grassland,"['Blue', 'Orange']"
Shaft-tailed Whydah,Vidua regia,Pylstertrooibekkie,https://cdn.sabirds.app/shaft-tailed-whydah/1_medium.webp,Whydahs,Tiny,Fynbos,"['Brown', 'Buff', 'Black']"
Shelley's Francolin,Scleroptila shelleyi,Laeveldpatrys,https://cdn.sabirds.app/shelleys-francolin/1_medium.webp,Francolins,Large,Woodland,"['Brown', 'White', 'Black']"
Shikra,Accipiter badius,Gebande Sperwer,https://cdn.sabirds.app/shikra/1_medium.webp,Hawks,Medium,Fynbos,"['Grey', 'White', 'Orange']"
Short-clawed Lark,Certhilauda chuana,Kortkloulewerik,https://cdn.sabirds.app/short-clawed-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff']"
Short-tailed Pipit,Anthus brachyurus,Kortstertkoester,https://cdn.sabirds.app/short-tailed-pipit/1_medium.webp,Pipits,Small,Grassland,"['Brown', 'Buff']"
Short-toed Rock Thrush,Monticola brevipes,Korttoonkliplyster,https://cdn.sabirds.app/short-toed-rock-thrush/1_medium.webp,Thrushes,Small,Fynbos,"['Brown', 'Orange']"
Shy Albatross,Thalassarche cauta,Bloubekalbatros (-malmok),https://cdn.sabirds.app/shy-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Grey', 'Black']"
Sickle-winged Chat,Emarginata sinuata,Vlaktespekvreter,https://cdn.sabirds.app/sickle-winged-chat/1_medium.webp,Chats,Small,Fynbos,"['Brown', 'Grey', 'White']"
Slaty Egret,Egretta vinaceigula,Rooikeelreier,https://cdn.sabirds.app/slaty-egret/1_medium.webp,Herons,Large,Wetland,"['Grey', 'White', 'Black']"
Slender-billed Gull,Chroicocephalus genei,Dunbekmeeu,https://cdn.sabirds.app/slender-billed-gull/1_medium.webp,Gulls,Large,Coastal,"['White', 'Grey', 'Black']"
Slender-billed Prion,Pachyptila belcheri,Dunbekwalvisvoël,https://cdn.sabirds.app/slender-billed-prion/1_medium.webp,Prions,Medium,Marine,"['Grey', 'Brown', 'White']"
Snowy Egret,Egretta thula,Sneeuwitreier,https://cdn.sabirds.app/snowy-egret/1_medium.webp,Herons,Large,Wetland,"['Grey', 'White', 'Black']"
Snowy Sheathbill,Chionis albus,Grootskedebek (-peddie),https://cdn.sabirds.app/snowy-sheathbill/1_medium.webp,Sheathbills,Large,Marine,['White']
Sociable Weaver,Philetairus socius,Versamelvoël,https://cdn.sabirds.app/sociable-weaver/1_medium.webp,Weavers,Small,Karoo,"['Brown', 'Black', 'Buff']"
Soft-plumaged Petrel,Pterodroma mollis,Donsveerstormvoël,https://cdn.sabirds.app/soft-plumaged-petrel/1_medium.webp,Petrels,Large,Marine,"['Grey', 'White', 'Brown']"
Sombre Greenbul,Andropadus importunus,Gewone Willie,https://cdn.sabirds.app/sombre-greenbul/1_medium.webp,Greenbuls,Small,Fynbos,"['Grey', 'Green', 'White']"
Sooty Albatross,Phoebetria fusca,Bruinalbatros (-malmok),https://cdn.sabirds.app/sooty-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Black', 'Grey']"
Sooty Falcon,Falco concolor,Roetvalk,https://cdn.sabirds.app/sooty-falcon/1_medium.webp,Falcons,Large,Rocky,"['Grey', 'Brown', 'White']"
Sooty Gull,Ichthyaetus hemprichii,Roetmeeu,https://cdn.sabirds.app/sooty-gull/1_medium.webp,Gulls,Large,Coastal,"['White', 'Grey', 'Black']"
